Date,Type,Description,City
2017-11-27,blackmail,"worse. You MUST have meant some mischief, or else you’d have signed your",Miramar
2017-12-06,blackmail,"   ‘They told me you had been to her,",Aurora
2017-12-19,blackmail,"well without--Maybe it’s always pepper that makes people hot-tempered,’",Harlingen
2017-12-20,blackmail,"‘Why, what are YOUR shoes done with?’ said the Gryphon. ‘I mean, what",Palm Springs
2017-12-31,blackmail,"‘You are,’ said the King.",Yonkers
2018-01-04,blackmail,"It was, no doubt: only Alice did not like to be told so. ‘It’s really",Lakeland
2018-01-05,blackmail,"to be, from one minute to another! However, I’ve got back to my right",Canton
2018-01-06,blackmail,"fond of beheading people here; the great wonder is, that there’s any one",Orlando
2018-01-08,blackmail,"‘Of course not,’ said the Mock Turtle: ‘why, if a fish came to ME, and",Evansville
2018-01-10,blackmail,know.’,Corpus Christi
2018-01-11,blackmail,"in the direction it pointed to, without trying to explain the mistake it",San Francisco
2018-01-29,blackmail,"‘Not yet, not yet!’ the Rabbit hastily interrupted. ‘There’s a great",Clarksville
2018-02-02,blackmail,same as they used to do:--,Huntington
2018-02-13,blackmail,"a doze; but, on being pinched by the Hatter, it woke up again with",Fresno
2018-02-18,blackmail,    *    *    *    *    *    *,Temecula
2018-02-22,blackmail,birds hurried off at once: one old Magpie began wrapping itself up very,Albuquerque
2018-02-25,blackmail,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best",Norwalk
2018-03-05,blackmail,"that used to come once a week: HE taught us Drawling, Stretching, and",Spartanburg
2018-03-13,blackmail,"An enormous puppy was looking down at her with large round eyes, and",Greensboro
2018-03-19,blackmail,"‘You might just as well say,’ added the Dormouse, who seemed to be",Reading
2018-03-19,blackmail,"croquet with the Queen,’ and she hurried out of the room. The cook threw",Manchester
2018-03-20,blackmail,"Alice started to her feet, for it flashed across her mind that she had",Long Beach
2018-04-07,blackmail,wood for fear of their hearing her; and when she next peeped out the,Fargo
2018-04-10,blackmail,"‘That depends a good deal on where you want to get to,’ said the Cat.",Round Lake Beach
2018-04-14,blackmail,"little way forwards each time and a long way back, and barking hoarsely",Clarke County
2018-04-14,blackmail,"        judge, I’ll",Mesquite
2018-04-20,blackmail,"being drowned in my own tears! That WILL be a queer thing, to be sure!",Lansing
2018-04-22,blackmail,"about the reason and all that,’ he said to the Gryphon.",Madison
2018-04-27,blackmail,deep and reaching half down the hall.,Laredo
2018-04-28,blackmail,other side of the court.,Lorain
2018-01-03,bribery,"Apparently, Cayde thought it necessary to expose this extremely
            rare vegetable to a Hive summoning ritual.",Pandas City
2017-01-02,bribery,"glass table. ‘Now, I’ll manage better this time,’ she said to herself,",Riverside
2017-01-07,bribery,"The hedgehog was engaged in a fight with another hedgehog, which seemed",Lorain
2017-01-09,bribery,           condemn,Visalia
2017-01-11,bribery, (In which the cook and the baby joined):--,Lancaster
2017-01-17,bribery,"you liked with the clock. For instance, suppose it were nine o’clock in",San Bernardino
2017-01-29,bribery,"‘I’m sure I’m not Ada,’ she said, ‘for her hair goes in such long",Daytona Beach
2017-01-31,bribery,every line:,Fort Collins
2017-02-12,bribery,"‘I couldn’t help it,’ said Five, in a sulky tone; ‘Seven jogged my",Las Cruces
2017-02-14,bribery,"‘tis love, that makes the world go round!”’",Lakeland
2017-02-15,bribery,"the executioner, the King, and the Queen, who were all talking at once,",Naples
2017-03-02,bribery,The Mock Turtle went on.,Salem
2017-03-03,bribery,"        judge, I’ll",Naples
2017-03-11,bribery,chimneys were shaped like ears and the roof was thatched with fur. It,Santa Cruz
2017-03-20,bribery,"that used to come once a week: HE taught us Drawling, Stretching, and",Palmdale
2017-03-27,bribery,"‘So you did, old fellow!’ said the others.",Milwaukee
2017-04-09,bribery,"before,’ said Alice,) and round the neck of the bottle was a paper",Chula Vista
2017-04-13,bribery,"‘No, indeed,’ said Alice. ‘What sort of a dance is it?’",Roanoke
2017-04-13,bribery,"just as the Dormouse crossed the court, she said to one of the officers",Daly City
2017-04-15,bribery,"sight, they were getting so far off). ‘Oh, my poor little feet, I wonder",Tyler
2017-04-20,bribery,     Beau--ootiful Soo--oop!,Colorado Springs
2017-04-21,bribery,all talking together: she made out the words: ‘Where’s the other,Murfreesboro
2017-04-25,bribery,"‘How queer it seems,’ Alice said to herself, ‘to be going messages for",Cary
2017-04-26,bribery,"‘Go on with the next verse,’ the Gryphon repeated impatiently: ‘it",Saint Petersburg
2017-04-29,bribery,"in a great hurry; ‘and their names were Elsie, Lacie, and Tillie; and",Harlingen
2017-04-30,bribery,"This was not an encouraging opening for a conversation. Alice replied,",Corpus Christi
2017-05-05,bribery,"him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of",Memphis
2017-05-07,bribery,"‘Yes, that’s it,’ said the Hatter with a sigh: ‘it’s always tea-time,",New Haven
2017-05-15,bribery,"a Hatter: and in THAT direction,’ waving the other paw, ‘lives a March",Savannah
2017-05-17,bribery,and said ‘That’s very curious.’,Charleston
2017-05-22,bribery,conversations?’,Roseville
2017-05-25,bribery,"‘You may not have lived much under the sea--’ [‘I haven’t,’ said",Tulsa
2017-06-04,bribery,"‘Thank you, it’s a very interesting dance to watch,’ said Alice, feeling",Duluth
2017-06-06,bribery,"children she knew, who might do very well as pigs, and was just saying",Anaheim
2017-06-10,bribery,"Queen, who was reading the list of singers.",Philadelphia
2017-06-10,bribery,the best thing to get us dry would be a Caucus-race.’,Knoxville
2017-06-18,bribery,reason is--’ here the Mock Turtle yawned and shut his eyes.--‘Tell her,Newburgh
2017-06-20,bribery,Queen to-day?’,Saint Louis
2017-06-24,bribery,holiday?’,Costa Mesa
2017-06-25,bribery,held it out to the puppy; whereupon the puppy jumped into the air off,Sarasota
2017-06-27,bribery,"history, she do.’",Chicago
2017-07-06,bribery,of the cattle in the distance would take the place of the Mock Turtle’s,Lowell
2017-07-09,bribery,"‘I’ll fetch the executioner myself,’ said the King eagerly, and he",Kissimmee
2017-08-06,bribery,have been ill.’,Deltona
2017-09-01,bribery,"‘I don’t know where Dinn may be,’ said the Mock Turtle, ‘but if you’ve",Elizabeth
2017-09-04,bribery,"glass table. ‘Now, I’ll manage better this time,’ she said to herself,",Cape Coral
2017-09-06,bribery,"tell me, please, which way I ought to go from here?’",Aurora
2017-09-11,bribery,"‘I keep them to sell,’ the Hatter added as an explanation; ‘I’ve none of",Worcester
2017-09-14,bribery,"age, there was no more to be said.",High Point
2017-09-18,bribery,surprised he’ll be when he finds out who I am! But I’d better take him,Gilbert
2017-09-25,bribery,"the puppy began a series of short charges at the stick, running a very",Bloomington
2017-09-30,bribery,_I_ shan’t be able! I shall be a great deal too far off to trouble,Santa Ana
2017-10-02,bribery,"   ‘Speak roughly to your little boy,",Tampa
2017-10-05,bribery,"The players all played at once without waiting for turns, quarrelling",Durham
2017-10-06,bribery,    Because he knows it teases.’,Rockford
2017-10-09,bribery,‘And what are they made of?’ Alice asked in a tone of great curiosity.,Waterloo
2017-10-12,bribery,"‘Well, I can’t show it you myself,’ the Mock Turtle said: ‘I’m too",Akron
2017-10-13,bribery,she was terribly frightened all the time at the thought that it might be,West Covina
2017-10-14,bribery,"his eyes. He looked at Alice, and tried to speak, but for a minute or",New Orleans
2017-10-17,bribery,"shut up like a telescope! I think I could, if I only knew how to begin.’",Atlanta
2017-10-23,bribery,      breath.”,Evansville
2017-10-28,bribery,little thing grunted in reply (it had left off sneezing by this time).,Jersey City
2017-11-02,bribery,This time Alice waited patiently until it chose to speak again. In,Santa Clarita
2017-11-16,bribery,"could get away without being seen, when she noticed a curious appearance",Kenosha
2017-11-22,bribery,‘important--unimportant--unimportant--important--’ as if he were trying,Killeen
2017-11-23,bribery,"shoulders got to? And oh, my poor hands, how is it I can’t see you?’",Westminster
2017-11-24,bribery,"slate with one finger, as he found it made no mark; but he now hastily",Seattle
2017-11-24,bribery,"him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of",Akron
2017-12-02,bribery,‘But what am I to do?’ said Alice.,Baltimore
2017-12-02,bribery,Next came an angry voice--the Rabbit’s--‘Pat! Pat! Where are you?’ And,Tuscaloosa
2017-12-03,bribery,"There was not a moment to be lost: away went Alice like the wind, and",Peoria
2017-12-17,bribery,"‘It was the BEST butter,’ the March Hare meekly replied.",McAllen
2017-12-21,bribery,"‘She’s in prison,’ the Queen said to the executioner: ‘fetch her here.’",Lorain
2017-12-25,bribery,a-piece all round.,St. Paul
2017-12-25,bribery,"Alice opened the door and found that it led into a small passage, not",Chattanooga
2017-12-26,bribery,"‘Never mind!’ said the King, with an air of great relief. ‘Call the next",Norfolk
2018-01-06,bribery,"daughter ‘Ah, my dear! Let this be a lesson to you never to lose",Cambridge
2018-01-07,bribery,"great emphasis, looking hard at Alice as he said do.",Ann Arbor
2018-01-08,bribery,"began again, using the ink, that was trickling down his face, as long as",Chattanooga
2018-01-13,bribery,"‘How the creatures order one about, and make one repeat lessons!’",Danbury
2018-01-15,bribery,"Here the other guinea-pig cheered, and was suppressed.",Marysville
2018-01-17,bribery,"by another footman in livery, with a round face, and large eyes like a",Reno
2018-01-18,bribery,"Alice replied eagerly, for she was always ready to talk about her pet:",Boise
2018-01-25,bribery,"as the Rabbit, and had no reason to be afraid of it.",Elk Grove
2018-01-26,bribery,"looking for it, while the rest of the party went back to the game.",Columbia
2018-01-29,bribery,"the door opened inwards, and Alice’s elbow was pressed hard against it,",Boston
2018-02-09,bribery,"Luckily for Alice, the little magic bottle had now had its full effect,",Miami
2018-02-21,bribery,"theirs, and the small ones choked and had to be patted on the back.",Indianapolis
2018-03-07,bribery,The long grass rustled at her feet as the White Rabbit hurried by--the,Hemet
2018-03-09,bribery,"herself in a long, low hall, which was lit up by a row of lamps hanging",Vancouver
2018-03-20,bribery,  And concluded the banquet--],Murfreesboro
2018-03-31,bribery,By this time she had found her way into a tidy little room with a table,Port Arthur
2018-04-01,bribery,"two reasons. First, because I’m on the same side of the door as you",Springfield
2018-04-07,bribery,‘Call the next witness!’ said the King.,Eugene
2018-04-08,bribery,"anxiously about as it went, as if it had lost something; and she heard",Newark
2018-04-19,bribery,‘How do you know I’m mad?’ said Alice.,Poughkeepsie
2018-04-25,bribery,thing is to find my way into that lovely garden. I think that will be,Thousand Oaks
2018-01-15,fraud,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do
            eiusmod tempor incididunt ut labore et dolore magna aliqua.",Seattle
2017-01-01,fraud,forgotten to ask.’,Long Beach
2017-01-01,fraud,"Alice did not wish to offend the Dormouse again, so she began very",Oceanside
2017-01-09,fraud,"his fan and gloves--that is, if I can find them.’ As she said this, she",North Port
2017-01-13,fraud,"Dinah, and saying to her very earnestly, ‘Now, Dinah, tell me the truth:",Paterson
2017-01-14,fraud,"‘Off with their heads!’ and the procession moved on, three of the",Chicago
2017-01-14,fraud,‘I couldn’t afford to learn it.’ said the Mock Turtle with a sigh. ‘I,Lorain
2017-01-30,fraud,a bit.’,Raleigh
2017-02-01,fraud,close by her.,Tuscaloosa
2017-02-05,fraud,"with the words ‘DRINK ME,’ but nevertheless she uncorked it and put it",Salinas
2017-02-08,fraud,"growl, ‘the world would go round a deal faster than it does.’",Portland
2017-02-08,fraud,"up into hers--she could hear the very tones of her voice, and see that",Marysville
2017-02-12,fraud,"knowing how old it was, and, as the Lory positively refused to tell its",West Valley City
2017-02-14,fraud,‘Please come back and finish your story!’ Alice called after it; and the,Jackson
2017-02-14,fraud,CHAPTER IX. The Mock Turtle’s Story,Saint Paul
2017-02-15,fraud,"drunk half the bottle, she found her head pressing against the ceiling,",Kennewick
2017-02-22,fraud,"could get away without being seen, when she noticed a curious appearance",Jersey City
2017-02-22,fraud,"‘You might just as well say,’ added the March Hare, ‘that “I like what I",Chattanooga
2017-02-25,fraud,‘What do you mean by that?’ said the Caterpillar sternly. ‘Explain,Youngstown
2017-03-02,fraud,"She ate a little bit, and said anxiously to herself, ‘Which way? Which",Victorville
2017-03-04,fraud,"neither of the others took the least notice of her going, though she",Costa Mesa
2017-03-13,fraud,she was up to her chin in salt water. Her first idea was that she,Cape Coral
2017-03-16,fraud,"nothing better to say than his first remark, ‘It was the BEST butter,",Burlington
2017-03-27,fraud,"Queen jumped up and bawled out, “He’s murdering the time! Off with his",Round Lake Beach
2017-03-30,fraud,"‘it’s a vegetable. It doesn’t look like one, but it is.’",Santa Rosa
2017-04-03,fraud,"the Lizard in head downwards, and the poor little thing was waving its",Montgomery
2017-04-06,fraud,"‘We had the best of educations--in fact, we went to school every day--’",Ogden
2017-04-16,fraud,"‘Not a bit,’ said the Caterpillar.",Augusta
2017-04-19,fraud,"The Fish-Footman began by producing from under his arm a great letter,",Green Bay
2017-04-28,fraud,"‘That PROVES his guilt,’ said the Queen.",Dallas
2017-04-30,fraud,"The table was a large one, but the three were all crowded together at",Denton
2017-04-30,fraud,"unrolled the parchment scroll, and read as follows:--",Manchester
2017-05-11,fraud,down again into its nest. Alice crouched down among the trees as well as,Cleveland
2017-05-20,fraud,doesn’t suit my throat!’ and a Canary called out in a trembling voice to,San Bernardino
2017-05-29,fraud,haven’t had a wink of sleep these three weeks!’,Norwalk
2017-06-04,fraud,yourself.’,Las Cruces
2017-06-06,fraud,"‘They couldn’t have done that, you know,’ Alice gently remarked; ‘they’d",Bel Air
2017-06-24,fraud,"Poor Alice! It was as much as she could do, lying down on one side, to",San Bernardino
2017-06-27,fraud,"‘Now tell me, Pat, what’s that in the window?’",Myrtle Beach
2017-07-07,fraud,"its eyes, for it was getting very sleepy; ‘and they drew all manner of",Fullerton
2017-07-07,fraud,"Alice said nothing; she had sat down with her face in her hands,",Durham
2017-07-09,fraud,"‘Well, then,’ the Gryphon went on, ‘if you don’t know what to uglify is,",Dallas
2017-07-09,fraud,Soon her eye fell on a little glass box that was lying under the table:,Grayslake
2017-07-13,fraud,"‘Only mustard isn’t a bird,’ Alice remarked.",Lancaster
2017-07-15,fraud,"At last the Mouse, who seemed to be a person of authority among them,",Green Bay
2017-07-20,fraud,"it is you hate--C and D,’ she added in a whisper, half afraid that it",Aurora
2017-07-29,fraud,long as there was room for her.,Overland Park
2017-07-30,fraud,disappointment it was empty: she did not like to drop the jar for fear,North Las Vegas
2017-07-31,fraud,‘What a curious feeling!’ said Alice; ‘I must be shutting up like a,Boise
2017-08-03,fraud,it advisable to go with Edgar Atheling to meet William and offer him the,Youngstown
2017-08-05,fraud,"at last the Caterpillar took the hookah out of its mouth, and addressed",Bel Air
2017-08-10,fraud,"about two feet high, and was going on shrinking rapidly: she soon found",Toledo
2017-08-17,fraud,"‘I see!’ said the Queen, who had meanwhile been examining the roses.",Berkeley
2017-08-25,fraud,"‘Give your evidence,’ said the King.",Lincoln
2017-09-01,fraud,"know, with oh, such long curly brown hair! And it’ll fetch things when",Kalamazoo
2017-09-06,fraud,"‘No, please go on!’ Alice said very humbly; ‘I won’t interrupt again. I",Santa Clarita
2017-09-08,fraud,a large cauldron which seemed to be full of soup.,Panama City
2017-09-19,fraud,back to finish his story.,Bradenton
2017-09-21,fraud,"London is the capital of Paris, and Paris is the capital of Rome, and",Bremerton
2017-09-27,fraud,"rope--Will the roof bear?--Mind that loose slate--Oh, it’s coming",Macon
2017-10-02,fraud,the right-hand bit to try the effect: the next moment she felt a violent,Thousand Oaks
2017-10-09,fraud,"know, with oh, such long curly brown hair! And it’ll fetch things when",Inglewood
2017-10-13,fraud,"‘I can’t help it,’ said Alice very meekly: ‘I’m growing.’",Evansville
2017-10-18,fraud,"along the course, here and there. There was no ‘One, two, three, and",Sioux City
2017-10-27,fraud,"‘Digging for apples, indeed!’ said the Rabbit angrily. ‘Here! Come and",San Jose
2017-11-05,fraud,"‘Really, now you ask me,’ said Alice, very much confused, ‘I don’t",Port Saint Lucie
2017-11-13,fraud,"It was so long since she had been anything near the right size, that it",Flint
2017-11-16,fraud,"‘Hand it over here,’ said the Dodo.",Fort Smith
2017-11-19,fraud,"hands on her lap as if she were saying lessons, and began to repeat it,",Athens
2017-11-21,fraud,"arms, took the hookah out of its mouth again, and said, ‘So you think",New York City
2017-11-23,fraud,"‘It must be a very pretty dance,’ said Alice timidly.",Pomona
2017-11-24,fraud,all. I needn’t be afraid of them!’,Wilmington
2017-11-27,fraud,"Alice,) ‘Well, I hardly know--No more, thank ye; I’m better now--but I’m",Cedar Rapids
2017-11-27,fraud,    Exactly as we were.,Bakersfield
2017-11-28,fraud,"shouldn’t be hungry for it, you know.’",Ann Arbor
2017-12-06,fraud,"her, to pass away the time.",Scranton
2017-12-12,fraud,Next came an angry voice--the Rabbit’s--‘Pat! Pat! Where are you?’ And,Chula Vista
2017-12-29,fraud,"‘Why,’ said the Gryphon, ‘you first form into a line along the",Spokane
2017-12-31,fraud,"The door led right into a large kitchen, which was full of smoke from",Honolulu
2018-01-13,fraud,"theirs, and the small ones choked and had to be patted on the back.",Lincoln
2018-01-14,fraud,"whether it would like the name: however, it only grinned a little wider.",Beaumont
2018-01-15,fraud,"The Dormouse slowly opened his eyes. ‘I wasn’t asleep,’ he said in a",Yakima
2018-01-15,fraud,"King put on his spectacles and looked anxiously round, to make out who",Bryan
2018-01-17,fraud,half-past one as long as you liked.’,Baton Rouge
2018-01-20,fraud,and we’ve no time to wash the things between whiles.’,Salt Lake City
2018-01-24,fraud,"‘I think I should understand that better,’ Alice said very politely, ‘if",Hesperia
2018-01-27,fraud,on better.’,Bradenton
2018-02-02,fraud,"Alice opened the door and found that it led into a small passage, not",Johnson City
2018-02-09,fraud,deal to come before that!’,Olathe
2018-02-13,fraud,of hers that you have just been reading about; and when she had,Lafayette
2018-02-16,fraud,"‘Well, I shan’t go, at any rate,’ said Alice: ‘besides, that’s not a",Reading
2018-02-20,fraud,"just as the Dormouse crossed the court, she said to one of the officers",Clearwater
2018-02-21,fraud,doing?’ Alice whispered to the Gryphon. ‘They can’t have anything to put,Hampton
2018-02-24,fraud,for this curious child was very fond of pretending to be two people.,Augusta
2018-02-27,fraud,behind it was a little door about fifteen inches high: she tried the,Savannah
2018-03-13,fraud,perhaps after all it might tell her something worth hearing. For some,Durham
2018-03-25,fraud,corners: next the ten courtiers; these were ornamented all over with,Coral Springs
2018-04-01,fraud,"‘Why did you call him Tortoise, if he wasn’t one?’ Alice asked.",Melbourne
2018-04-14,fraud,"silence, and then another confusion of voices--‘Hold up his head--Brandy",Myrtle Beach
2018-04-27,fraud,"carefully, remarking, ‘I really must be getting home; the night-air",West Valley City
2018-04-28,fraud,"Alice glanced rather anxiously at the cook, to see if she meant to take",Memphis
2018-04-30,fraud,‘Why not?’ said the March Hare.,Houma
2018-01-15,murder,Life? Dont talk to me about life.,Albany
2018-01-15,murder,"Mama, I killed a man, put a gun against his head...",Reno
2018-02-15,murder,REDACTED REDACTED REDACTED,Pandas City
2018-02-15,murder,Someone killed the guard! He took an arrow to the knee!,Pandas City
2017-01-07,murder,"‘It proves nothing of the sort!’ said Alice. ‘Why, you don’t even know",Memphis
2017-01-08,murder,get” is the same thing as “I get what I like”!’,Round Lake Beach
2017-01-08,murder,"       HEARTHRUG,",Jacksonville
2017-01-21,murder,"her, to pass away the time.",Murfreesboro
2017-01-22,murder,"came near her, she began, in a low, timid voice, ‘If you please, sir--’",Temecula
2017-01-24,murder,"about something, my dear, and that makes you forget to talk. I can’t",Santa Clarita
2017-01-25,murder,"age knew the meaning of it at all. However, ‘jury-men’ would have done",Laredo
2017-02-20,murder,"knocking, and hurried upstairs, in great fear lest she should meet the",Madison
2017-02-21,murder,"‘I HAVE tasted eggs, certainly,’ said Alice, who was a very truthful",Chandler
2017-02-27,murder,name like an honest man.’,Manchester
2017-03-02,murder,"with the words ‘DRINK ME,’ but nevertheless she uncorked it and put it",Mobile
2017-03-08,murder,"ground as she spoke; ‘either you or your head must be off, and that in",Bonita Springs
2017-03-22,murder,"‘Yes,’ said Alice doubtfully: ‘it means--to--make--anything--prettier.’",Syracuse
2017-03-25,murder, “You can really have no notion how delightful it will be,Denver
2017-03-28,murder,the poor animal’s feelings. ‘I quite forgot you didn’t like cats.’,Louisville
2017-03-29,murder,had got so much into the way of expecting nothing but out-of-the-way,Grand Rapids
2017-03-30,murder,"‘I don’t know where Dinn may be,’ said the Mock Turtle, ‘but if you’ve",Paterson
2017-04-01,murder,it all seemed quite natural); but when the Rabbit actually TOOK A WATCH,North Charleston
2017-04-05,murder,"atom of meaning in it,’ but none of them attempted to explain the paper.",Harrisburg
2017-04-05,murder,"Alas! it was too late to wish that! She went on growing, and growing,",Memphis
2017-04-09,murder,"witness.’ And he added in an undertone to the Queen, ‘Really, my dear,",San Antonio
2017-04-17,murder,would change to dull reality--the grass would be only rustling in the,Aberdeen
2017-04-20,murder,"over their heads. She felt very curious to know what it was all about,",Scottsdale
